,Index,Image type,Image index,Distinctiveness,Reconstruction error,Distinctiveness rank,RE rank,RE group,Dist group,Rank diff,Rank sum
273,Filler-3458,Filler,3458,1250.4046664882214,0.0337592838783176,8948.0,1468.0,Small,Large,7480.0,
274,Filler-2257,Filler,2257,1334.6147704635634,0.0365678885323496,9626.0,2151.0,Small,Large,7475.0,
275,Target-1608,Target,1608,1386.873629903385,0.0378133848567008,9947.0,2493.0,Small,Large,7454.0,
276,Target-900,Target,900,1220.1722622096147,0.0321914745342416,8577.0,1123.0,Small,Large,7454.0,
277,Filler-7597,Filler,7597,1233.8755722328854,0.0329816865592509,8738.0,1289.0,Small,Large,7449.0,
278,Filler-7369,Filler,7369,1190.874807558616,0.0298326667828719,8151.0,740.0,Small,Large,7411.0,
279,Filler-4541,Filler,4541,1234.4259703414689,0.0332254689120289,8748.0,1341.0,Small,Large,7407.0,
280,Filler-2182,Filler,2182,1238.9084909085375,0.0335573685713494,8818.0,1415.0,Small,Large,7403.0,
281,Filler-7902,Filler,7902,1279.5987162303113,0.035351203802881,9224.0,1835.0,Small,Large,7389.0,
282,Target-355,Target,355,1215.6136691800125,0.0323590872856804,8511.0,1165.0,Small,Large,7346.0,
283,Filler-7863,Filler,7863,1237.1526924275552,0.0337117306778663,8796.0,1456.0,Small,Large,7340.0,
284,Target-924,Target,924,1213.477465934487,0.0323683175101377,8483.0,1166.0,Small,Large,7317.0,
285,Filler-5170,Filler,5170,1236.7837842618926,0.0338364502734867,8789.0,1481.0,Small,Large,7308.0,
286,Filler-3595,Filler,3595,1195.5968933511238,0.0308711692005984,8218.0,914.0,Small,Large,7304.0,
287,Filler-4247,Filler,4247,1195.155086878313,0.0308589891076991,8213.0,911.0,Small,Large,7302.0,
288,Filler-1974,Filler,1974,1202.364399374805,0.0315689301444262,8321.0,1030.0,Small,Large,7291.0,
289,Target-1723,Target,1723,1181.426732841477,0.0298373442220248,8012.0,741.0,Small,Large,7271.0,
290,Filler-3628,Filler,3628,1204.408996934778,0.0320115458555358,8354.0,1096.0,Small,Large,7258.0,
291,Target-833,Target,833,1266.4402554271178,0.0354588786091926,9106.0,1852.0,Small,Large,7254.0,
292,Filler-6284,Filler,6284,1333.8721884581414,0.0375145997920266,9619.0,2411.0,Small,Large,7208.0,
293,Filler-2160,Filler,2160,1211.824804494697,0.0329092213827071,8467.0,1275.0,Small,Large,7192.0,
294,Filler-3244,Filler,3244,1175.4218064517356,0.0297297151595579,7914.0,723.0,Small,Large,7191.0,
295,Filler-5783,Filler,5783,1205.3874344716658,0.0326509613615683,8373.0,1217.0,Small,Large,7156.0,
296,Filler-3010,Filler,3010,1185.5588766578535,0.0310628119506835,8068.0,935.0,Small,Large,7133.0,
297,Filler-5363,Filler,5363,1269.4758396797224,0.0360824464388134,9137.0,2016.0,Small,Large,7121.0,
298,Target-1835,Target,1835,1219.8224007626382,0.0339607075215495,8574.0,1514.0,Small,Large,7060.0,
299,Filler-260,Filler,260,1298.906629891105,0.0371355891265125,9362.0,2311.0,Small,Large,7051.0,
300,Filler-1081,Filler,1081,1307.5747562357694,0.0374443224467237,9421.0,2388.0,Small,Large,7033.0,
301,Target-738,Target,738,1235.9041710350168,0.0350142199309727,8774.0,1763.0,Small,Large,7011.0,
302,Filler-3692,Filler,3692,1245.26936680902,0.0355775107664764,8897.0,1887.0,Small,Large,7010.0,
303,Filler-4688,Filler,4688,1197.1045353583663,0.0328010946324247,8251.0,1247.0,Small,Large,7004.0,
304,Filler-4695,Filler,4695,1201.6693468106218,0.0331865941037988,8312.0,1334.0,Small,Large,6978.0,
305,Filler-5824,Filler,5824,1261.089002983607,0.0363146980454927,9045.0,2079.0,Small,Large,6966.0,
306,Filler-2937,Filler,2937,1314.4659932371533,0.0378761991341294,9474.0,2515.0,Small,Large,6959.0,
307,Filler-255,Filler,255,1196.5039600523844,0.0329256447070167,8237.0,1280.0,Small,Large,6957.0,
308,Filler-5618,Filler,5618,1295.553673135974,0.0375721685041819,9340.0,2424.0,Small,Large,6916.0,
309,Filler-2429,Filler,2429,1183.1809434305494,0.0322472278525914,8035.0,1134.0,Small,Large,6901.0,
310,Target-1354,Target,1354,1271.7970539419737,0.0370261583503645,9160.0,2273.0,Small,Large,6887.0,
311,Filler-1848,Filler,1848,1242.330946831691,0.0360239149224273,8862.0,2001.0,Small,Large,6861.0,
312,Filler-4339,Filler,4339,1212.2240461278675,0.034479669165521,8472.0,1635.0,Small,Large,6837.0,
313,Filler-1063,Filler,1063,1234.9343194486871,0.0356983535165189,8755.0,1920.0,Small,Large,6835.0,
314,Filler-238,Filler,238,1230.3285996455468,0.0355210556463291,8699.0,1871.0,Small,Large,6828.0,
315,Target-883,Target,883,1298.0816148428703,0.0379222474622806,9356.0,2529.0,Small,Large,6827.0,
316,Target-2213,Target,2213,1278.0379432519424,0.0374891718289326,9213.0,2401.0,Small,Large,6812.0,
317,Filler-5308,Filler,5308,1188.9985839262254,0.0331198759420189,8124.0,1324.0,Small,Large,6800.0,
318,Target-2212,Target,2212,1225.3711417459274,0.0353737603166091,8641.0,1841.0,Small,Large,6800.0,
319,Target-79,Target,79,1187.3845312701203,0.0330806345407581,8095.0,1311.0,Small,Large,6784.0,
320,Filler-5103,Filler,5103,1204.3560150088383,0.0342251733651019,8353.0,1570.0,Small,Large,6783.0,
321,Filler-685,Filler,685,1238.6178846384646,0.036118081770834,8814.0,2033.0,Small,Large,6781.0,
322,Target-239,Target,239,1182.076437909281,0.0328053528872984,8022.0,1249.0,Small,Large,6773.0,
323,Filler-7865,Filler,7865,1260.5661552732358,0.0370231092728517,9037.0,2269.0,Small,Large,6768.0,
324,Target-335,Target,335,1175.2809535419458,0.0324011049061819,7910.0,1174.0,Small,Large,6736.0,
325,Filler-6837,Filler,6837,1204.5353887122053,0.0344558867356026,8357.0,1628.0,Small,Large,6729.0,
326,Target-412,Target,412,1279.1873030019055,0.0378150850297402,9219.0,2495.0,Small,Large,6724.0,
327,Target-1933,Target,1933,1264.9860757535987,0.0373812919841197,9089.0,2371.0,Small,Large,6718.0,
328,Target-586,Target,586,1192.30390555772,0.0338274318929438,8170.0,1478.0,Small,Large,6692.0,
329,Filler-1204,Filler,1204,1223.7946123978422,0.0357863341765909,8624.0,1946.0,Small,Large,6678.0,
330,Filler-2089,Filler,2089,1265.9760535008977,0.0375819570596294,9099.0,2430.0,Small,Large,6669.0,
331,Filler-6718,Filler,6718,1193.8731951335476,0.0340809590435792,8196.0,1543.0,Small,Large,6653.0,
332,Filler-1168,Filler,1168,1171.8979057320953,0.0326610166697878,7866.0,1222.0,Small,Large,6644.0,
333,Target-752,Target,752,1209.5366323496037,0.0351960855766991,8431.0,1804.0,Small,Large,6627.0,
334,Filler-1624,Filler,1624,1187.2386359468303,0.0338532497842306,8092.0,1485.0,Small,Large,6607.0,
335,Filler-1201,Filler,1201,1242.134340466646,0.0370234933017214,8855.0,2271.0,Small,Large,6584.0,
336,Target-2204,Target,2204,1237.354620122072,0.0368454108990205,8800.0,2222.0,Small,Large,6578.0,
337,Target-1362,Target,1362,1171.3575620334343,0.0329191213304704,7854.0,1279.0,Small,Large,6575.0,
338,Filler-7969,Filler,7969,1246.8606046323755,0.0372785826299814,8915.0,2346.0,Small,Large,6569.0,
339,Filler-2611,Filler,2611,1186.9168444922375,0.0340850404874078,8087.0,1544.0,Small,Large,6543.0,
340,Filler-3738,Filler,3738,1201.820064374186,0.0350997944983148,8313.0,1783.0,Small,Large,6530.0,
341,Filler-6648,Filler,6648,1263.0757647550404,0.038026387975286,9075.0,2561.0,Small,Large,6514.0,
342,Filler-6502,Filler,6502,1218.94792596842,0.036251605218934,8560.0,2060.0,Small,Large,6500.0,
343,Filler-7760,Filler,7760,1185.5689514987496,0.0343493324388737,8069.0,1597.0,Small,Large,6472.0,
344,Filler-3227,Filler,3227,1174.310243300234,0.0336276995096993,7901.0,1435.0,Small,Large,6466.0,
345,Filler-3262,Filler,3262,1223.5353364107254,0.0365844033361906,8621.0,2155.0,Small,Large,6466.0,
346,Filler-2318,Filler,2318,1192.1066490276144,0.0348295308096551,8167.0,1718.0,Small,Large,6449.0,
347,Target-638,Target,638,1229.4672045323591,0.0369153171858374,8688.0,2240.0,Small,Large,6448.0,
348,Filler-1089,Filler,1089,1236.1827295967755,0.037209021912596,8777.0,2334.0,Small,Large,6443.0,
349,Filler-7457,Filler,7457,1216.369948031101,0.0364167288512965,8520.0,2108.0,Small,Large,6412.0,
350,Target-1589,Target,1589,1185.8924700391922,0.0345918093018381,8072.0,1667.0,Small,Large,6405.0,
351,Filler-2379,Filler,2379,1226.062843615981,0.0370165360407066,8646.0,2268.0,Small,Large,6378.0,
352,Filler-7571,Filler,7571,1236.0209876884892,0.0375181630512223,8775.0,2413.0,Small,Large,6362.0,
353,Filler-830,Filler,830,1202.0547499038564,0.0358199804448002,8315.0,1957.0,Small,Large,6358.0,
354,Target-1900,Target,1900,1199.6587130531532,0.0357908017281479,8285.0,1948.0,Small,Large,6337.0,
355,Filler-5002,Filler,5002,1245.920949868852,0.0381012137565359,8904.0,2581.0,Small,Large,6323.0,
356,Filler-4622,Filler,4622,1178.4770097391622,0.0345204199351679,7959.0,1650.0,Small,Large,6309.0,
357,Filler-6637,Filler,6637,1233.4993477900805,0.0375619646867497,8730.0,2422.0,Small,Large,6308.0,
358,Target-713,Target,713,1213.2382477413082,0.0367186435621365,8480.0,2185.0,Small,Large,6295.0,
359,Filler-1371,Filler,1371,1209.7589780058215,0.0365571572510688,8435.0,2149.0,Small,Large,6286.0,
360,Filler-2953,Filler,2953,1202.5580171653412,0.0361875219401246,8323.0,2042.0,Small,Large,6281.0,
361,Filler-4681,Filler,4681,1188.0163544442914,0.0353095169634317,8108.0,1828.0,Small,Large,6280.0,
362,Filler-3179,Filler,3179,1196.0687676162268,0.0358989640801486,8230.0,1978.0,Small,Large,6252.0,
363,Filler-3813,Filler,3813,1186.2572365593398,0.0355782004658511,8078.0,1889.0,Small,Large,6189.0,
364,Filler-2590,Filler,2590,1175.991126580617,0.0349674105420396,7922.0,1755.0,Small,Large,6167.0,
365,Target-313,Target,313,1172.5082033807926,0.0347864882521644,7874.0,1709.0,Small,Large,6165.0,
366,Target-2139,Target,2139,1228.9004518147708,0.0378824014065636,8678.0,2518.0,Small,Large,6160.0,
367,Filler-4316,Filler,4316,1171.9434019601797,0.0348586065452016,7867.0,1725.0,Small,Large,6142.0,
368,Filler-961,Filler,961,1198.131860134491,0.036503054752923,8260.0,2136.0,Small,Large,6124.0,
369,Target-2175,Target,2175,1179.1567224301175,0.0354733504083625,7975.0,1857.0,Small,Large,6118.0,
370,Filler-7908,Filler,7908,1204.2553168406466,0.0369530083231363,8349.0,2253.0,Small,Large,6096.0,
371,Filler-2169,Filler,2169,1191.028589039759,0.0363061151266077,8153.0,2074.0,Small,Large,6079.0,
372,Filler-4361,Filler,4361,1176.6689617263296,0.0355905801381471,7936.0,1893.0,Small,Large,6043.0,
373,Filler-1968,Filler,1968,1210.5968303481698,0.0375562872665875,8447.0,2420.0,Small,Large,6027.0,
374,Filler-6626,Filler,6626,1197.690897188204,0.0368939400284893,8257.0,2239.0,Small,Large,6018.0,
375,Filler-987,Filler,987,1171.4917113396257,0.0353881390125998,7860.0,1844.0,Small,Large,6016.0,
376,Filler-4218,Filler,4218,1218.0829553295955,0.0380203763212947,8547.0,2556.0,Small,Large,5991.0,
377,Filler-1574,Filler,1574,1206.925625879872,0.0375570456015829,8399.0,2421.0,Small,Large,5978.0,
378,Filler-3313,Filler,3313,1213.0864839395688,0.0378736600324357,8478.0,2510.0,Small,Large,5968.0,
379,Filler-822,Filler,822,1215.529249953572,0.0380031116819615,8509.0,2550.0,Small,Large,5959.0,
380,Filler-4216,Filler,4216,1185.187775183661,0.0364664752917522,8061.0,2124.0,Small,Large,5937.0,
381,Filler-3515,Filler,3515,1171.0970531421738,0.0357348226263895,7849.0,1929.0,Small,Large,5920.0,
382,Filler-4344,Filler,4344,1202.630385513094,0.0376229874761229,8325.0,2439.0,Small,Large,5886.0,
383,Target-105,Target,105,1172.7034595651132,0.0360354482596872,7877.0,2002.0,Small,Large,5875.0,
384,Filler-5283,Filler,5283,1206.615944099908,0.0378995230309726,8393.0,2521.0,Small,Large,5872.0,
385,Filler-7140,Filler,7140,1179.778090525985,0.0364412387359424,7987.0,2118.0,Small,Large,5869.0,
386,Filler-2874,Filler,2874,1208.3381365957746,0.0380116613346086,8415.0,2553.0,Small,Large,5862.0,
387,Filler-5457,Filler,5457,1197.4730391905564,0.0374647415587299,8255.0,2398.0,Small,Large,5857.0,
388,Filler-1782,Filler,1782,1174.229946106205,0.0362359103105047,7900.0,2056.0,Small,Large,5844.0,
389,Filler-2112,Filler,2112,1178.635721275371,0.0364682636704048,7964.0,2126.0,Small,Large,5838.0,
390,Filler-180,Filler,180,2059.6132746752505,0.3394372783269975,10439.0,10440.0,Large,Large,,20879.0
391,Filler-2883,Filler,2883,2570.0560775932768,0.2149572157935827,10442.0,10435.0,Large,Large,,20877.0
392,Filler-4684,Filler,4684,2049.5723833040074,0.3278335636090003,10438.0,10439.0,Large,Large,,20877.0
393,Filler-5605,Filler,5605,1893.52322455902,0.2280364560454433,10431.0,10437.0,Large,Large,,20868.0
394,Filler-366,Filler,366,2048.134810437353,0.1945051448749455,10437.0,10430.0,Large,Large,,20867.0
395,Filler-511,Filler,511,1835.464303134128,0.2274522420765037,10429.0,10436.0,Large,Large,,20865.0
396,Filler-7840,Filler,7840,1921.9334209583355,0.1834357621855653,10434.0,10428.0,Large,Large,,20862.0
397,Filler-1929,Filler,1929,1878.4361787039816,0.1994099261996033,10430.0,10431.0,Large,Large,,20861.0
398,Filler-3049,Filler,3049,2134.310124062961,0.1629524286790061,10440.0,10421.0,Large,Large,,20861.0
399,Target-1179,Target,1179,1804.6019146765157,0.1783209249675339,10426.0,10426.0,Large,Large,,20852.0
400,Filler-5772,Filler,5772,1780.5654097192337,0.1643681461720274,10423.0,10423.0,Large,Large,,20846.0
401,Filler-6678,Filler,6678,1780.770769723787,0.1451163836601097,10424.0,10406.0,Large,Large,,20830.0
402,Target-100,Target,100,1641.1094011533787,0.1919429265550647,10397.0,10429.0,Large,Large,,20826.0
403,Target-1292,Target,1292,1613.6984936298206,0.2002169639174519,10385.0,10432.0,Large,Large,,20817.0
404,Target-409,Target,409,1707.1404106574869,0.1410605544911719,10414.0,10402.0,Large,Large,,20816.0
405,Filler-6444,Filler,6444,1651.4408795117592,0.146927583418886,10400.0,10409.0,Large,Large,,20809.0
406,Target-1973,Target,1973,1700.703406860795,0.1375648754081693,10412.0,10393.0,Large,Large,,20805.0
407,Filler-7194,Filler,7194,1908.165400759611,0.1297509258477232,10432.0,10373.0,Large,Large,,20805.0
408,Filler-821,Filler,821,1613.069967318438,0.1551254584164835,10384.0,10414.0,Large,Large,,20798.0
409,Target-990,Target,990,1910.081512715348,0.1188006596392451,10433.0,10346.0,Large,Large,,20779.0
410,Filler-7097,Filler,7097,1696.1358603304398,0.1241549591498733,10411.0,10363.0,Large,Large,,20774.0
411,Filler-7632,Filler,7632,1976.311938339004,0.1157961410600945,10436.0,10335.0,Large,Large,,20771.0
412,Filler-2576,Filler,2576,1601.2117719073544,0.1370496209328882,10378.0,10392.0,Large,Large,,20770.0
413,Filler-3337,Filler,3337,1669.4098674011234,0.1206553592400924,10405.0,10352.0,Large,Large,,20757.0
414,Filler-6727,Filler,6727,1601.1651231836668,0.1326154958670733,10377.0,10379.0,Large,Large,,20756.0
415,Filler-1255,Filler,1255,1567.7494725552049,0.1400437843139549,10350.0,10399.0,Large,Large,,20749.0
416,Filler-6069,Filler,6069,1639.5918547037145,0.1214491028730241,10396.0,10353.0,Large,Large,,20749.0
417,Filler-7591,Filler,7591,1548.2084495853558,0.1544651315906271,10333.5,10413.0,Large,Large,,20746.5
418,Filler-6553,Filler,6553,1554.151646067637,0.1404465453530184,10338.0,10400.0,Large,Large,,20738.0
419,Filler-300,Filler,300,1662.6563274959797,0.1152704397534439,10404.0,10331.0,Large,Large,,20735.0
420,Filler-5923,Filler,5923,1605.3478603048557,0.1184568438038844,10380.0,10344.0,Large,Large,,20724.0
421,Filler-1154,Filler,1154,1576.6123781976585,0.1226801393515702,10366.0,10357.0,Large,Large,,20723.0
422,Filler-2794,Filler,2794,1566.838096031781,0.1259118861634723,10348.0,10365.0,Large,Large,,20713.0
423,Filler-4697,Filler,4697,1788.0946736928556,0.1074395540912178,10425.0,10287.0,Large,Large,,20712.0
424,Filler-4763,Filler,4763,1522.0270629670097,0.1496064552559308,10301.0,10411.0,Large,Large,,20712.0
425,Filler-2013,Filler,2013,1548.2084495853558,0.1323314019283542,10333.5,10378.0,Large,Large,,20711.5
426,Filler-1958,Filler,1958,1672.7972758032822,0.1095035456028597,10406.0,10301.0,Large,Large,,20707.0
427,Filler-5666,Filler,5666,1608.8366384817718,0.1128970209219487,10383.0,10320.0,Large,Large,,20703.0
428,Filler-7489,Filler,7489,1516.0747054493145,0.1463420744468808,10295.0,10407.0,Large,Large,,20702.0
429,Filler-6958,Filler,6958,1725.5211579720008,0.1067996788832773,10415.0,10281.0,Large,Large,,20696.0
430,Filler-3220,Filler,3220,1531.0735946685363,0.1299489264855682,10316.0,10374.0,Large,Large,,20690.0
431,Filler-826,Filler,826,1576.1982693536654,0.1137886532928199,10365.0,10325.0,Large,Large,,20690.0
432,Filler-1395,Filler,1395,1502.828421896612,0.1641888010613735,10267.0,10422.0,Large,Large,,20689.0
433,Filler-4931,Filler,4931,1522.777061356119,0.134063751154911,10302.0,10384.0,Large,Large,,20686.0
434,Filler-5940,Filler,5940,1554.7892577072116,0.1137595389402304,10339.0,10324.0,Large,Large,,20663.0
435,Filler-756,Filler,756,1485.3240083826468,0.1728120119370564,10230.0,10425.0,Large,Large,,20655.0
436,Filler-1706,Filler,1706,1489.7747847251585,0.1574742157678812,10239.0,10416.0,Large,Large,,20655.0
437,Filler-473,Filler,473,1630.640883388226,0.1042439390123013,10391.0,10258.0,Large,Large,,20649.0
438,Filler-2477,Filler,2477,1568.3788312995584,0.1081936516549248,10351.0,10292.0,Large,Large,,20643.0
439,Filler-6343,Filler,6343,1492.973213399847,0.1392383953177005,10244.0,10397.0,Large,Large,,20641.0
440,Filler-5247,Filler,5247,1618.3782033198734,0.1022343456532255,10388.0,10242.0,Large,Large,,20630.0
441,Filler-6730,Filler,6730,1733.5131239610162,0.0994253168194898,10417.0,10210.0,Large,Large,,20627.0
442,Filler-7089,Filler,7089,1655.5023888691424,0.100492636680248,10402.0,10225.0,Large,Large,,20627.0
443,Filler-7187,Filler,7187,1487.3674241663175,0.1352352437174087,10234.0,10386.0,Large,Large,,20620.0
444,Filler-4738,Filler,4738,1538.0149490308393,0.1049985471964037,10322.0,10263.0,Large,Large,,20585.0
445,Filler-2476,Filler,2476,1637.0946453392337,0.0977971297707803,10395.0,10186.0,Large,Large,,20581.0
446,Filler-1455,Filler,1455,1489.1028653455544,0.1178415520372508,10237.0,10342.0,Large,Large,,20579.0
447,Target-260,Target,260,1503.060407950845,0.1107565955527125,10268.0,10309.0,Large,Large,,20577.0
448,Filler-2945,Filler,2945,1584.10059410978,0.0984284887036906,10372.0,10197.0,Large,Large,,20569.0
449,Filler-3636,Filler,3636,1806.9809648344112,0.0949016095872141,10427.0,10140.0,Large,Large,,20567.0
450,Filler-6940,Filler,6940,1515.0906084684125,0.1056836139869982,10292.0,10270.0,Large,Large,,20562.0
451,Filler-1862,Filler,1862,1493.9670988311386,0.1117748231638344,10248.0,10314.0,Large,Large,,20562.0
452,Filler-6983,Filler,6983,1470.5753267567172,0.1206274793549788,10205.0,10351.0,Large,Large,,20556.0
453,Filler-696,Filler,696,1694.4694681781964,0.0946060688063692,10410.0,10137.0,Large,Large,,20547.0
454,Filler-7468,Filler,7468,1450.2204500216696,0.1307158392982662,10169.0,10377.0,Large,Large,,20546.0
455,Filler-6605,Filler,6605,1459.530993504111,0.1222510296268879,10187.0,10356.0,Large,Large,,20543.0
456,Filler-243,Filler,243,1567.0046796037002,0.0982679445226332,10349.0,10193.0,Large,Large,,20542.0
457,Filler-5137,Filler,5137,1435.9598385453492,0.146595978135601,10133.0,10408.0,Large,Large,,20541.0
458,Filler-6246,Filler,6246,1470.2871053748297,0.1129732869083479,10204.0,10321.0,Large,Large,,20525.0
459,Filler-3950,Filler,3950,1497.8069827780466,0.1040279381566325,10253.0,10256.0,Large,Large,,20509.0
460,Target-2079,Target,2079,1487.8318480767855,0.1059209860919251,10235.0,10273.0,Large,Large,,20508.0
461,Target-1342,Target,1342,1445.9704081369737,0.1162169624052616,10159.0,10338.0,Large,Large,,20497.0
462,Filler-5445,Filler,5445,1580.3153405811229,0.0939352960787857,10370.0,10127.0,Large,Large,,20497.0
463,Filler-4002,Filler,4002,1555.0330772989896,0.0956110437856405,10340.0,10150.0,Large,Large,,20490.0
464,Filler-1941,Filler,1941,1510.3938531895822,0.0988418364679468,10282.0,10203.0,Large,Large,,20485.0
465,Filler-1552,Filler,1552,1548.9860554587256,0.0951562155821701,10335.0,10145.0,Large,Large,,20480.0
466,Target-916,Target,916,1527.5495962817706,0.0967544717311843,10309.0,10169.0,Large,Large,,20478.0
467,Filler-2135,Filler,2135,1483.1642336692614,0.1026325816957549,10228.0,10248.0,Large,Large,,20476.0
468,Filler-7253,Filler,7253,1505.3189673639752,0.097371827087968,10271.0,10179.0,Large,Large,,20450.0
469,Filler-4963,Filler,4963,1528.6330932838353,0.0947858928339889,10312.0,10138.0,Large,Large,,20450.0
470,Filler-7343,Filler,7343,1545.9628566783429,0.0937649535145245,10328.0,10121.0,Large,Large,,20449.0
471,Filler-5054,Filler,5054,1497.2202808757422,0.0983855305325944,10252.0,10196.0,Large,Large,,20448.0
472,Target-1706,Target,1706,1508.6300782909643,0.0965516446065829,10279.0,10166.0,Large,Large,,20445.0
473,Filler-7418,Filler,7418,1585.9263433771205,0.090770181527795,10373.0,10071.0,Large,Large,,20444.0
474,Filler-2667,Filler,2667,1520.4062172271083,0.0950299062239376,10300.0,10142.0,Large,Large,,20442.0
475,Target-2174,Target,2174,1458.6777106589182,0.1034793987748614,10182.0,10253.0,Large,Large,,20435.0
476,Target-1107,Target,1107,1436.7873967327848,0.1090419816948347,10136.0,10299.0,Large,Large,,20435.0
477,Filler-7220,Filler,7220,1439.106848584477,0.1074754717622726,10144.0,10288.0,Large,Large,,20432.0
478,Filler-4192,Filler,4192,1454.1840713643046,0.1036549450752424,10176.0,10255.0,Large,Large,,20431.0
479,Filler-5836,Filler,5836,1509.9759165565267,0.0951255661713307,10281.0,10144.0,Large,Large,,20425.0
480,Target-1255,Target,1255,1411.5509327232046,0.1241345815710716,10062.0,10362.0,Large,Large,,20424.0
481,Filler-6050,Filler,6050,1628.4872718494958,0.0891988749284705,10390.0,10031.0,Large,Large,,20421.0
482,Filler-4372,Filler,4372,1579.8009536069007,0.0895252982932181,10369.0,10042.0,Large,Large,,20411.0
483,Filler-7713,Filler,7713,1474.8251396439443,0.0984725862793757,10213.0,10198.0,Large,Large,,20411.0
484,Filler-1587,Filler,1587,1424.0770495906384,0.1107403638078075,10102.0,10308.0,Large,Large,,20410.0
485,Filler-2249,Filler,2249,1673.9559161085335,0.0881156724067567,10408.0,10002.0,Large,Large,,20410.0
486,Filler-2146,Filler,2146,1960.825335353161,0.0864000804706374,10435.0,9950.0,Large,Large,,20385.0
487,Target-1719,Target,1719,1424.5402828738504,0.1059411679599928,10104.0,10275.0,Large,Large,,20379.0
488,Target-872,Target,872,1396.5727782839506,0.1338385801336823,9994.0,10383.0,Large,Large,,20377.0
489,Filler-4816,Filler,4816,1420.193229067491,0.1063952330782004,10091.0,10277.0,Large,Large,,20368.0
490,Filler-2163,Filler,2163,1391.0624919372017,0.1379902639992109,9971.0,10394.0,Large,Large,,20365.0
491,Target-1122,Target,1122,1385.2046038082926,0.1646015042935135,9939.0,10424.0,Large,Large,,20363.0
492,Target-1665,Target,1665,1413.6893861882174,0.1073517047694147,10071.0,10286.0,Large,Large,,20357.0
493,Target-1286,Target,1286,1614.362583823196,0.0868471904325906,10387.0,9966.0,Large,Large,,20353.0
494,Filler-1943,Filler,1943,1381.5780164081064,0.1784959814435304,9924.0,10427.0,Large,Large,,20351.0
495,Filler-2838,Filler,2838,1474.7460563041916,0.0943393136535629,10212.0,10134.0,Large,Large,,20346.0
496,Filler-774,Filler,774,1501.749540722539,0.0913003092569772,10264.0,10079.0,Large,Large,,20343.0
497,Filler-6235,Filler,6235,1566.1614951076417,0.0878708021864218,10346.0,9997.0,Large,Large,,20343.0
498,Filler-292,Filler,292,1578.663790862515,0.0868880971850423,10368.0,9968.0,Large,Large,,20336.0
499,Filler-4855,Filler,4855,1391.8046495274575,0.1216974186041911,9973.0,10354.0,Large,Large,,20327.0
500,Filler-4658,Filler,4658,1546.4523420523278,0.0877600697398037,10330.0,9993.0,Large,Large,,20323.0
501,Filler-919,Filler,919,1449.5067532850962,0.0957485286155095,10168.0,10153.0,Large,Large,,20321.0
502,Target-1840,Target,1840,1515.1636950817403,0.0889400697954107,10293.0,10024.0,Large,Large,,20317.0
503,Filler-5799,Filler,5799,1499.3890877151496,0.090194719471983,10257.0,10058.0,Large,Large,,20315.0
504,Filler-873,Filler,873,1413.1922296821797,0.1022496550410254,10067.0,10243.0,Large,Large,,20310.0
505,Filler-7269,Filler,7269,1566.8349908474925,0.0867842603929168,10347.0,9962.0,Large,Large,,20309.0
506,Target-452,Target,452,1598.3148726020313,0.0852358460760728,10376.0,9924.0,Large,Large,,20300.0
507,Filler-1886,Filler,1886,1469.2103192978934,0.0922394725714675,10201.0,10097.0,Large,Large,,20298.0
508,Target-576,Target,576,1564.1897272391816,0.0863018362423593,10344.0,9946.0,Large,Large,,20290.0
509,Filler-4487,Filler,4487,1400.3431528097683,0.1066612487618387,10007.0,10280.0,Large,Large,,20287.0
510,Filler-1839,Filler,1839,1673.2925759092404,0.0834199580893014,10407.0,9879.0,Large,Large,,20286.0
511,Filler-1426,Filler,1426,1460.7996679939224,0.0920746328769541,10189.0,10092.0,Large,Large,,20281.0
512,Filler-6792,Filler,6792,1519.6359725928112,0.0873203431567944,10299.0,9980.0,Large,Large,,20279.0
513,Filler-5693,Filler,5693,1430.2447770597266,0.0960937970001082,10117.0,10155.0,Large,Large,,20272.0
514,Filler-5169,Filler,5169,1420.484371228947,0.0971231494715176,10092.0,10174.0,Large,Large,,20266.0
515,Filler-6532,Filler,6532,1414.9525181243612,0.0976373211391888,10074.0,10182.0,Large,Large,,20256.0
516,Filler-3868,Filler,3868,1499.0999299324476,0.0878683826340105,10256.0,9996.0,Large,Large,,20252.0
517,Target-302,Target,302,1574.5849524303994,0.0838591943822728,10361.0,9889.0,Large,Large,,20250.0
518,Filler-3551,Filler,3551,1477.2737403037663,0.0892040314126951,10217.0,10032.0,Large,Large,,20249.0
519,Target-1332,Target,1332,1543.526301109079,0.0851755635411612,10326.0,9922.0,Large,Large,,20248.0
520,Target-2120,Target,2120,1404.2473509418537,0.1002744474859917,10027.0,10219.0,Large,Large,,20246.0
521,Target-2103,Target,2103,1431.8375764139496,0.0938650072962574,10122.0,10123.0,Large,Large,,20245.0
522,Filler-7740,Filler,7740,1368.401462350044,0.1354752930273803,9855.0,10388.0,Large,Large,,20243.0
523,Filler-5531,Filler,5531,1357.6898719806525,0.2387995059771585,9803.0,10438.0,Large,Large,,20241.0
524,Filler-3064,Filler,3064,1590.772541238547,0.0829566359911276,10375.0,9862.0,Large,Large,,20237.0
525,Target-1693,Target,1693,1488.8983822246994,0.0878321442662726,10236.0,9995.0,Large,Large,,20231.0
526,Filler-5335,Filler,5335,1380.6925949721772,0.1120224940499622,9913.0,10315.0,Large,Large,,20228.0
