,Index,Image type,Image index,Distinctiveness,Reconstruction error,Distinctiveness rank,RE rank
330,Filler-5688,Filler,5688,986.738034346808,0.0439109114436203,4857.0,4345.0
331,Filler-5734,Filler,5734,1035.4238219342558,0.0505506408066815,5640.0,6153.0
332,Filler-5766,Filler,5766,1068.1430163046346,0.0447000169294737,6229.0,4560.0
333,Filler-5800,Filler,5800,993.0539955405068,0.0480581085998398,4969.0,5501.0
334,Filler-5840,Filler,5840,1023.6539481762558,0.0464318992818562,5469.0,5035.0
335,Filler-5880,Filler,5880,1048.487977373543,0.0483475137236391,5872.0,5561.0
336,Filler-5911,Filler,5911,1062.9097850766263,0.0493117458317427,6125.0,5804.0
337,Filler-5914,Filler,5914,980.247125757774,0.0487318287323473,4747.0,5650.0
338,Filler-5962,Filler,5962,1005.4354963898602,0.0450520126337085,5145.0,4679.0
339,Filler-5966,Filler,5966,952.2978222790564,0.0465694243693052,4278.0,5079.0
340,Filler-6063,Filler,6063,1041.9072597737927,0.0441484977445811,5762.0,4411.0
341,Filler-6083,Filler,6083,1052.4511087712422,0.0506954945099564,5930.0,6185.0
342,Filler-6095,Filler,6095,1050.4943218543915,0.0473365565214667,5900.0,5300.0
343,Filler-6183,Filler,6183,1015.850853878478,0.0465849329657326,5313.0,5086.0
344,Filler-6197,Filler,6197,1015.7762479236588,0.0444749535584154,5312.0,4490.0
345,Filler-6211,Filler,6211,982.9736875319824,0.0486963410794417,4799.0,5638.0
346,Filler-6213,Filler,6213,1020.5515648188596,0.0472089417539486,5400.0,5266.0
347,Filler-6219,Filler,6219,961.502563905632,0.0462290758476776,4429.0,4981.0
348,Filler-6241,Filler,6241,961.454977056752,0.0463923548498184,4428.0,5021.0
349,Filler-6265,Filler,6265,963.5424155338848,0.0439125630790848,4467.0,4346.0
350,Filler-6278,Filler,6278,987.5704778840128,0.0453307179836032,4869.0,4746.0
351,Filler-6308,Filler,6308,977.7042405616628,0.049818026452271,4707.0,5953.0
352,Filler-6324,Filler,6324,1023.097273705886,0.0488069653233609,5452.0,5671.0
353,Filler-6387,Filler,6387,1055.1155556918336,0.044715070840759,5973.0,4567.0
354,Filler-6388,Filler,6388,990.0811740851876,0.0491645927459789,4915.0,5754.0
355,Filler-6403,Filler,6403,1013.451500085704,0.050276400245976,5276.0,6088.0
356,Filler-6417,Filler,6417,1028.9689768274743,0.0450837602143643,5542.0,4690.0
357,Filler-6470,Filler,6470,1032.90844766632,0.0482398497916237,5603.0,5540.0
358,Filler-6480,Filler,6480,1069.6593706928434,0.0477393196854967,6253.0,5413.0
359,Filler-6500,Filler,6500,1061.3219005076503,0.0499744265132088,6085.0,6005.0
360,Filler-6503,Filler,6503,1014.0120972393144,0.046562546954748,5284.0,5078.0
361,Filler-6510,Filler,6510,1069.9686406493884,0.0446426323247216,6259.0,4541.0
362,Filler-6538,Filler,6538,1001.7821345890022,0.049864696214111,5090.0,5969.0
363,Filler-6545,Filler,6545,1014.0591323079528,0.0464765307324456,5286.0,5049.0
364,Filler-6562,Filler,6562,1060.319829112714,0.0457272399461244,6063.0,4847.0
365,Filler-6571,Filler,6571,1038.927124957059,0.0450338851375692,5705.0,4674.0
366,Filler-6598,Filler,6598,966.7508126053606,0.0435781800497879,4508.0,4228.0
367,Filler-6601,Filler,6601,1011.002434442474,0.044010905232844,5244.0,4370.0
368,Filler-6639,Filler,6639,1050.87861675878,0.0478850009925476,5906.0,5454.0
369,Filler-6668,Filler,6668,1025.8377318950284,0.0503416704394167,5493.0,6103.0
370,Filler-6669,Filler,6669,1056.5177123293142,0.0477410696880442,6003.0,5414.0
371,Filler-6704,Filler,6704,1051.7867581758403,0.0483645501289853,5920.0,5568.0
372,Filler-6705,Filler,6705,956.4659796581768,0.0485294507236347,4344.0,5605.0
373,Filler-6711,Filler,6711,999.8838267530468,0.0477451827605541,5064.0,5415.0
374,Filler-6715,Filler,6715,985.6001081028206,0.0480024240151766,4841.0,5483.0
375,Filler-6748,Filler,6748,1058.7103868025815,0.0456113841074004,6042.0,4810.0
376,Filler-6765,Filler,6765,1041.7044229250168,0.0496450681055771,5759.0,5897.0
377,Filler-6766,Filler,6766,993.6596728622686,0.0488515196329204,4979.0,5685.0
378,Filler-6778,Filler,6778,951.7762423681424,0.0504596657895518,4271.0,6129.0
379,Filler-6784,Filler,6784,969.9403701710944,0.0473565741858645,4556.0,5307.0
380,Filler-6805,Filler,6805,987.8937691329768,0.0479095924640509,4875.0,5458.0
381,Filler-6818,Filler,6818,956.0067620722186,0.0470271496706348,4330.0,5217.0
382,Filler-6883,Filler,6883,1050.7056154772329,0.0473351436836233,5905.0,5299.0
383,Filler-6892,Filler,6892,1069.1164266205467,0.0492262659983522,6247.0,5774.0
384,Filler-6908,Filler,6908,977.4003967620932,0.0499377375443263,4701.0,5989.0
385,Filler-6911,Filler,6911,956.305530641967,0.0470094035318992,4338.0,5214.0
386,Filler-6921,Filler,6921,1026.227775581347,0.0458842210801207,5501.0,4884.0
387,Filler-6924,Filler,6924,983.5089176030414,0.050197203801854,4809.0,6064.0
388,Filler-6944,Filler,6944,1048.0245595905656,0.0458467078971183,5861.0,4873.0
389,Filler-6987,Filler,6987,1010.939215232588,0.0447917629735457,5241.0,4594.0
390,Filler-7058,Filler,7058,948.4819963120134,0.0469694326418531,4217.0,5196.0
391,Filler-7074,Filler,7074,998.932906951929,0.044760018106459,5053.0,4583.0
392,Filler-7110,Filler,7110,1015.744370939132,0.0498162836797831,5311.0,5952.0
393,Filler-7136,Filler,7136,1009.4793728525868,0.044798277195372,5213.0,4595.0
394,Filler-7171,Filler,7171,982.4660437383808,0.0458202428215342,4786.0,4868.0
395,Filler-7262,Filler,7262,1044.3110434133514,0.0477633519035802,5807.0,5420.0
396,Filler-7290,Filler,7290,1037.485791615886,0.0496228788839175,5678.0,5891.0
397,Filler-7304,Filler,7304,1019.0577519887398,0.0449753113232373,5375.0,4652.0
398,Filler-7345,Filler,7345,957.6191019867008,0.0493895495698976,4356.0,5825.0
399,Filler-7349,Filler,7349,1045.663872292639,0.0450006972498578,5830.0,4658.0
400,Filler-7355,Filler,7355,973.543138149265,0.047447722568763,4619.0,5330.0
401,Filler-7360,Filler,7360,1026.2533435187054,0.0450539415071916,5502.0,4680.0
402,Filler-7394,Filler,7394,1063.3177832670603,0.0477824441925077,6130.0,5424.0
403,Filler-7424,Filler,7424,993.2904946889424,0.0443922719007907,4973.0,4473.0
404,Filler-7449,Filler,7449,1029.699864926879,0.050161888823818,5550.0,6053.0
405,Filler-7508,Filler,7508,1015.3309800960246,0.0457812696782059,5306.0,4857.0
406,Filler-7515,Filler,7515,995.8554139250374,0.0508251175894912,5010.0,6219.0
407,Filler-7523,Filler,7523,1039.542714934856,0.0497121099631021,5718.0,5920.0
408,Filler-7526,Filler,7526,1055.1958454680216,0.0450942689506268,5977.0,4695.0
409,Filler-7581,Filler,7581,1042.3093282290033,0.0502100368298746,5772.0,6068.0
410,Filler-7585,Filler,7585,958.5573827914752,0.0469027438165085,4380.0,5180.0
411,Filler-7607,Filler,7607,1021.4703797513783,0.0436308833142358,5423.0,4240.0
412,Filler-7636,Filler,7636,961.6567790309476,0.0486969527009227,4434.0,5639.0
413,Filler-7649,Filler,7649,982.6025772837938,0.0462956063946671,4790.0,4998.0
414,Filler-7746,Filler,7746,1012.8026513290306,0.0477331898607352,5266.0,5411.0
415,Filler-7812,Filler,7812,1034.1588765998763,0.0506803907841375,5627.0,6181.0
416,Filler-7835,Filler,7835,1064.7309764289998,0.0499981034450799,6167.0,6014.0
417,Filler-7855,Filler,7855,1007.2857628202264,0.0470474859903037,5175.0,5225.0
418,Filler-7882,Filler,7882,962.9106035674351,0.0498813143118451,4455.0,5973.0
419,Filler-7899,Filler,7899,1020.0308211282946,0.0447398531339607,5389.0,4576.0
420,Filler-7919,Filler,7919,1000.3057471377956,0.0468988349586639,5071.0,5178.0
421,Filler-7937,Filler,7937,1068.1478535584756,0.0489693158488796,6230.0,5709.0
422,Filler-7982,Filler,7982,967.0687298511688,0.0469059621601622,4511.0,5183.0
423,Filler-8008,Filler,8008,962.1196282876946,0.0483347482598097,4441.0,5556.0
